	Endothelial cells	Fibroblasts	Smooth muscle cells	Tumor-Like	tB cells	tMast cells	tMoMacDC	tNK cells	tNeutrophils	tPlasma cells	tRBC	tT cells	tpDC
TMEM205	0.000333273	0.00015152236	0.00024940053	0.00032621552	5.4327145e-05	7.898359e-05	0.00015566418	1.9061776e-05	8.94558e-05	0.00052292383	8.196694e-08	0.00014126823	0.000103954924
PTPN18	0.00010074942	5.7206573e-05	7.8900484e-05	7.531817e-05	0.00014384907	0.00012457605	0.00025687384	0.00015946542	8.127642e-05	5.1688974e-05	8.2347725e-08	5.470954e-05	0.00021809008
ARMC10	0.00026137242	0.00019154367	0.00026358847	0.00050437584	0.0003036843	0.00032698535	0.00027164377	0.000346578	0.00018023212	0.00023863728	8.2503526e-08	0.00022278476	0.00043762257
SIK2	0.00026032157	0.0001788474	0.00022792646	0.00011948546	7.47228e-05	0.00017720564	0.0001705808	0.00015427051	8.191146e-08	3.8598377e-05	8.112626e-08	0.00028235937	0.00016912632
TDRD3	0.0001893109	0.00010666558	1.5039225e-05	8.52196e-05	0.00011734988	0.000863598	0.00015071894	0.00013049133	8.128146e-08	8.871805e-05	8.211685e-08	0.00013802532	0.00015879395
MAVS	0.00049121765	0.00031857003	0.00041344744	0.0004282585	0.00048742097	0.00028960477	0.00025106964	0.0003547296	0.00015187489	0.00020744881	8.248276e-08	0.0003665879	0.0003411148
SRGAP1	0.0002985794	0.00027788433	0.0002482725	0.0004218775	8.43362e-05	0.00023816647	0.00023643387	0.00011502759	0.00022002771	0.000114150775	8.255311e-08	0.000121409685	0.00018292876
ARHGAP5	0.00018595136	8.334209e-05	0.00010481738	0.0003386106	5.683642e-05	6.862884e-05	3.0974672e-05	6.2661114e-05	8.163009e-08	6.0252973e-05	8.2092576e-08	9.526626e-05	0.00011875153
TRAK1	0.0002130794	0.000105788735	0.0004204419	0.00021986724	0.00019138756	0.00013276523	0.00011949982	0.00013744047	5.267978e-05	9.359637e-05	8.130038e-08	8.7015615e-05	0.00021497354
MRPL41	0.00022234184	0.00025039373	0.00041336194	0.00053364265	0.0003800636	0.00027652833	0.00025475945	0.00015413067	4.5341527e-05	0.00045823093	8.220947e-08	0.00039955237	0.00018317364
PDCD10	2.2339218	1.41364	2.246274	6.2914395	0.890713	1.0152521	1.779917	2.7146335	0.3032635	1.109127	8.168647e-08	2.0568137	1.0242306
LAMA5	0.00046762585	3.650729e-05	0.00029067846	0.00015575699	8.2234204e-05	2.9023127e-05	1.4940202e-05	1.10734945e-05	8.2152724e-08	0.00012948677	8.165174e-08	8.106161e-08	1.4538606e-05
FGD4	0.00016075405	4.671026e-05	0.00015094722	0.00011990631	6.401057e-05	0.00011493033	0.0002683699	0.00013965502	0.00045845183	0.00014069096	8.122443e-08	2.9428402e-05	3.770592e-05
FPR3	7.0509022e-06	2.2304869e-06	9.134322e-06	8.247883e-08	8.233814e-08	8.1711725e-08	0.00024799778	5.5110836e-06	8.620956e-06	8.950485e-06	8.1899266e-08	1.1640611e-05	8.2114504e-08
DDR2	8.5024534e-05	0.0006054471	0.0005612684	1.321967e-05	2.4352943e-05	1.3713047e-05	4.4839567e-06	1.3302418e-05	8.1787654e-08	4.3681805e-05	8.1756774e-08	2.8026698e-05	2.6066768e-05
WDR73	0.00025658988	0.00018259345	0.000110564775	0.00026470327	0.00016943642	0.00020435471	0.00011217608	0.00026990147	0.00013896804	0.00012421222	8.240712e-08	0.00016922294	0.00012998609
MED27	2.9744751e-05	3.195705e-05	4.9601167e-05	6.6133805e-05	4.183324e-06	1.9570967e-05	2.0383111e-05	2.2957305e-05	7.081368e-06	1.4896654e-05	8.227927e-08	1.4486235e-05	2.7089915e-05
CXCR2	6.527745e-05	2.0455942e-05	5.710225e-05	3.9369104e-05	9.169181e-06	4.7625566e-05	4.0383147e-05	5.157528e-05	0.0017081291	8.13289e-06	3.8460847e-05	8.253359e-08	4.5471217e-05
SH3BP4	0.00018353385	0.00018685202	3.067741e-05	0.00019906396	2.2728485e-05	3.210823e-05	5.6655837e-05	2.5063755e-05	8.226139e-08	2.0107678e-05	8.214223e-08	8.2109956e-08	0.0004206338
DACT3	0.0004502375	0.00049672154	0.00096593203	0.00062857685	0.0005216565	0.0007775108	0.0004966157	0.0007263359	0.00048535102	0.0002945262	8.120336e-08	0.0005717664	0.00060062803
EGFL6	6.3380496e-05	0.00010248915	0.0003595947	1.8380765e-06	8.123202e-08	8.129557e-08	1.865881e-06	8.144922e-08	8.133682e-08	8.199086e-08	8.217733e-08	8.255358e-08	8.130224e-08
C3AR1	0.031934984	0.040363982	0.08226601	0.016454076	8.134008e-08	0.5430515	2.0897899	0.15056443	5.780567	8.177003e-08	8.208866e-08	0.15889974	8.1638504e-08
THOC7	0.000115161165	0.0001621206	7.93782e-05	0.00019744343	7.4199175e-05	0.00015712033	0.00013720148	0.00015331226	8.451752e-05	5.57264e-05	8.134272e-08	0.00010064514	9.968764e-05
DCUN1D1	5.3295604e-05	6.954097e-05	0.00010219441	0.00017614324	7.447033e-05	0.0001358462	0.00011833688	0.00011833936	0.00010999761	6.696901e-05	8.654968e-05	7.40662e-05	8.957139e-05
ZNF639	0.00014298406	0.00013722268	6.353124e-05	0.0002715547	0.0002680308	0.00057159446	8.193675e-05	0.00018496682	5.6820754e-05	7.539829e-05	8.256571e-08	7.7781435e-05	9.667271e-05
PPIL4	3.7717713e-05	8.19244e-05	0.000105270556	6.682853e-05	0.000115841634	0.00014648629	6.233391e-05	0.00013204907	1.5415762e-05	4.2885906e-05	8.1033626e-08	0.00012911722	0.00015188372
MAP3K3	0.0006055651	0.00016807932	0.00019162735	5.7175646e-05	0.00027370275	0.0002644906	0.00020993555	0.00020889057	0.00016167335	0.00013913368	8.138307e-08	0.00027843312	0.00013306145
BDP1	0.00027653968	7.015009e-05	0.00010084295	8.9795634e-05	0.00025166335	0.00015380501	8.384974e-05	0.00023796284	6.641196e-05	0.0001049502	8.1166505e-08	0.0002957205	0.00013925193
P3H1	0.0007976434	0.0008324043	0.0007585811	0.00030061367	0.00026200226	0.00058783725	0.00033829224	0.0004855084	0.0002911448	0.00018260545	8.248385e-08	0.00042703096	0.00064885436
CREB1	0.00023557778	0.0001062214	8.697387e-05	0.00011101961	0.00017253905	0.00020049809	0.00014744305	0.00016253622	0.0002374166	0.000116504234	8.112224e-08	0.00018500123	0.00016031238
MAML1	0.000114460025	3.7096084e-05	0.00014632405	7.933137e-05	8.455959e-05	0.00014321385	5.90729e-05	0.00015948444	3.114615e-05	6.558338e-05	8.246137e-08	0.00015303912	8.538726e-05
RNF41	0.0001618901	0.0001500285	0.00012746724	0.0001863248	0.00023965364	0.00017381858	0.00013678343	0.0001494633	7.774421e-05	0.00017556889	8.1495216e-08	0.00016033059	0.00018446834
DUSP16	2.9471794e-05	3.138154e-05	8.6235035e-05	5.420646e-05	7.9284455e-06	6.913583e-05	6.3426574e-05	0.0001580962	1.35386235e-05	2.8092287e-05	8.104723e-08	0.0005321469	3.533072e-05
CDYL	0.00050922233	0.00015280406	0.00020014108	0.00031881803	0.0002721779	0.0001974858	0.00017618504	0.0003593224	4.2193624e-05	0.00032807532	8.2345366e-08	2.8614679e-05	0.00083427713
RELA	0.0007553212	0.00038529353	0.00075628713	0.00032149433	0.0005333589	0.00033015024	0.00021632931	0.0005479319	0.00054576894	0.0005160249	8.2379145e-08	0.0004917296	0.00032588848
H1F0	6.1214865e-05	5.9654987e-05	9.1311034e-05	0.0002060571	8.1384314e-08	1.922295e-05	3.0503827e-05	8.157189e-08	2.2641798e-05	8.226484e-08	8.165688e-08	1.5132451e-05	9.311912e-06
SSBP3	0.00019216038	0.00021638357	0.0003720416	0.000103543345	5.884968e-05	0.00039433	6.4799126e-05	0.00013009038	8.216667e-08	0.00011683467	5.7923346e-05	0.00010179369	5.1543615e-05
MFN2	0.00019694494	0.00016034205	0.000113004426	0.00030914962	0.00013661542	0.000282242	0.00014290184	0.0002570907	0.00029613133	7.630326e-05	8.1915516e-08	9.8592944e-05	0.00011919809
MRPL34	0.0002670234	0.0001768599	0.00027760072	0.0002583881	0.00012928431	0.00018888281	0.00020286957	0.00021405387	3.109451e-05	0.00024494465	8.114406e-08	0.00019129962	0.00015926511
NDUFA9	0.0006382988	0.00040794336	0.00052308437	0.0005589631	0.00054111105	0.000348094	0.0004537976	0.0002528803	6.6115594e-05	0.000348137	8.246875e-08	0.00044746156	0.000702824
NMT1	0.00029627085	0.00024569602	0.0001519582	0.0002959696	8.661547e-05	0.00024046583	0.00010209078	0.00013010477	8.220586e-08	0.000105945015	6.670488e-05	1.9162531e-05	0.00020871195
ACLY	0.00045671084	0.00016129224	0.00015923704	0.00029817622	0.00020884593	0.00030874927	0.00032567693	0.00022447859	7.663213e-05	0.00014416067	8.178485e-08	0.00028688018	0.00019070567
RETREG3	3.1003223e-05	5.870635e-05	0.00014794487	9.565488e-05	4.4994737e-05	5.6574798e-05	9.037345e-05	0.00020773962	4.5845154e-05	0.0001406601	8.254933e-08	0.00011541799	7.8258054e-05
GLB1	0.00018486174	0.00024825285	0.00034458147	0.00023226276	9.7568496e-05	0.00025467222	0.0006364734	0.000100599085	3.9168564e-05	0.00022492639	8.248213e-08	0.0001165059	9.8135e-05
HSD17B4	0.00012166211	0.00018856175	0.00022080391	0.0002736944	0.00014851791	0.0005010261	0.0007016471	0.0001404269	0.00012561149	0.00017396748	8.250872e-08	2.8326116e-05	0.00012248024
HACD3	0.00017944191	0.000109811575	4.9149516e-05	0.00019243069	3.152224e-05	0.00014348944	7.60089e-05	0.00013075852	8.11026e-08	9.580021e-05	8.1054964e-08	7.609035e-05	3.800639e-05
DIO2	8.154295e-08	7.092899e-05	6.2313507e-06	8.131433e-08	8.134287e-08	8.175833e-08	8.1500815e-08	8.1764725e-08	8.194865e-08	4.079261e-06	8.151605e-08	8.232699e-08	8.152911e-08
TMEM256	0.00022515064	0.00022372998	0.00031745987	0.00037968185	0.00030483198	9.041655e-05	0.00022925022	0.00025532293	8.237034e-08	0.00053137605	8.161235e-08	0.00032495512	0.00022354149
HMBOX1	0.00033759171	7.961291e-05	0.00014524789	8.346839e-05	0.00017925412	0.00019220712	9.3696755e-05	0.0002020539	4.3251122e-05	5.626048e-05	8.171796e-08	0.00014987949	0.00013256723
INMT	6.3681364e-05	7.449263e-05	9.9983925e-05	8.238009e-08	3.524e-06	1.9788065e-06	3.873809e-06	8.2515015e-08	8.185195e-08	6.248108e-06	8.195443e-08	8.193677e-08	2.519377e-06
TRPC4AP	0.00022314004	0.00028902487	0.00034266748	0.00023665039	0.00017915037	0.00025503844	0.00021334593	0.00039465743	7.128275e-05	0.0001791075	8.225683e-08	0.00017719701	0.00021676191
MED15	0.0005629896	0.00024422817	0.00026816936	0.00053388794	0.0001810443	0.00012345126	0.00021752638	0.0004361542	0.00028549012	0.0001144191	8.2297795e-08	0.0002966938	0.00023991316
ZNF33A	0.00036780053	0.0002482711	0.00022577391	0.00023108108	0.0002500182	0.00031113604	0.00016139577	0.00030410098	0.00032870346	0.0002372799	8.212531e-08	0.00020165757	0.00021498236
CFH	3.3133663e-05	0.0003052922	0.00019252942	1.7367913e-05	8.241372e-08	8.13331e-08	1.5063081e-05	1.4511579e-05	8.141521e-08	5.8859628e-06	8.1828226e-08	7.666033e-06	8.108465e-08
CETN2	7.233562e-05	9.3395145e-05	0.00010292589	0.00013765374	2.8694581e-05	2.8673709e-05	4.4984394e-05	3.9897262e-05	1.228054e-05	2.5974976e-05	8.2366896e-08	4.2138658e-05	4.8378726e-05
CAMK2N1	6.231982e-05	0.0001565847	0.00030265574	7.996841e-05	1.3573686e-05	1.1436623e-05	9.932396e-06	8.248795e-08	8.139549e-08	8.144705e-08	2.7142358e-05	1.5607817e-05	9.667705e-06
RRAS	0.0005469446	0.00021841016	0.0004493984	5.6213874e-05	1.2307753e-05	2.8316152e-05	7.5250966e-05	1.3448905e-05	8.130286e-08	7.614799e-05	8.234993e-08	1.41759765e-05	1.8042398e-05
COA1	0.0009463122	0.00046449862	0.0006093169	0.00117873	0.0012913442	0.0011663949	0.00051251834	0.0014524742	0.0011661212	0.0015013033	8.136041e-08	0.0014756129	0.00057608203
SYNPO	0.00061008363	0.00020057173	0.00042644283	1.5963778e-05	4.4848868e-05	8.130363e-08	8.170702e-06	8.162869e-08	8.131588e-08	0.000108774344	8.1644885e-08	2.581099e-05	8.014946e-06
EIF2AK4	0.00027160833	0.00016358675	0.00015060688	0.00030976633	0.00013951313	0.0001342803	0.00021763303	0.00022126782	8.166264e-08	0.001252188	8.118462e-08	9.628564e-05	0.0010039408
TIMM17A	0.00030888797	0.0004495724	0.00031056692	0.0012855654	0.0003456562	0.0006154885	0.00066129677	0.00047187487	8.443108e-05	0.0005772456	8.165236e-08	0.00047734074	0.00044244088
UNC13D	8.086967e-05	3.0738294e-05	2.1053633e-05	0.00021576173	0.00016305209	0.0007078844	0.00041708222	0.00037843635	0.00039657863	0.0002913253	8.133108e-08	0.00033667506	0.00018749671
IFT22	0.00051639305	0.00046159953	0.00048570798	0.000769329	0.00063481356	0.0005615631	0.0003392238	0.00058665534	0.00049146643	7.297931e-05	8.1473765e-08	0.00037930717	0.0004827396
RBMS2	0.00049984944	0.00014626142	0.0001889529	6.805382e-05	9.6155145e-06	1.678781e-05	5.172211e-05	5.2445484e-05	8.208757e-08	8.479534e-06	8.201057e-08	8.132659e-08	1.3635209e-05
RFC1	0.00022628086	0.00011480162	7.5588716e-05	0.00011980436	0.00018068797	0.00010305336	8.486163e-05	0.00021484197	8.2308475e-08	0.00020676373	8.1888494e-08	0.00017685871	7.28834e-05
PRKCD	8.1927865e-08	3.861395e-05	5.1312567e-05	0.00012764776	0.00010172527	0.00038554455	0.0002610175	4.6758887e-05	0.0006467037	0.00010688788	8.1583245e-08	3.297602e-05	0.00014259326
ITK	4.7926646e-06	1.2159227e-05	8.1242085e-08	1.9889192e-05	2.7672593e-05	0.00019775981	1.2880145e-05	0.00025460206	8.226939e-08	1.8352668e-05	8.149631e-08	0.00039142458	1.9737314e-05
UTP6	7.334644e-05	6.474681e-05	0.00010517022	9.341625e-05	5.271103e-05	0.00010798844	8.3935345e-05	4.5562978e-05	2.8257911e-05	4.5302626e-05	3.3593256e-05	6.924292e-05	0.00010627905
PDLIM2	0.0007626122	0.0020652018	0.0010728504	0.00037680453	0.00017054746	0.00032220726	0.0004101037	0.00049781345	0.0007023598	0.0006386915	8.1876784e-08	0.00081950787	0.0001631364
MRPS33	7.8699835e-05	0.00013568683	0.00022727037	0.000429587	0.00027929732	0.00023906068	0.00016068538	0.0003255037	0.000115208284	0.0005652652	8.222013e-08	0.00024338216	0.00030735816
KEAP1	0.00010273555	8.157576e-05	6.935618e-05	0.00016368458	5.1280527e-05	5.067803e-05	5.970775e-05	0.00012868553	2.9276209e-05	5.461899e-05	8.208945e-08	6.118312e-05	5.028663e-05
GALM	4.9329457e-05	7.405412e-05	3.1349653e-05	6.387149e-05	4.2376498e-05	1.569331e-05	0.0001496724	7.817705e-05	3.5256537e-05	1.2202778e-05	8.113478e-08	4.001455e-05	3.5767298e-05
EGLN1	0.00015968393	5.825462e-05	0.00012260527	0.00017960231	0.00010062978	0.0002274438	8.62746e-05	6.124324e-05	5.6873832e-05	4.880189e-05	8.169505e-08	0.000115983006	3.967659e-05
EFCAB11	0.0012259772	0.0005498095	0.0005135838	0.0008353647	0.000993009	0.0012256157	0.0005779808	0.0006560021	0.00068392116	0.000533076	0.00026837885	0.0011562365	0.0009715834
MEPCE	0.00014374527	0.00011568719	8.365318e-05	0.000116743344	0.00030450142	0.00023101609	7.452787e-05	0.00016836454	7.419479e-05	8.9963716e-05	8.1546844e-08	0.00029176587	0.00032849133
ITFG1	0.00024533292	0.00016249051	0.00022456358	0.00017177797	6.550943e-05	0.00018319445	0.00012069662	0.000139866	2.7292332e-05	0.0005224626	8.1149324e-08	0.00011103115	0.00011622138
BCAP29	0.00060887384	0.0003121452	0.00042167504	0.0003048666	0.0002050453	0.0004440801	0.00022754274	0.00010874303	0.00016943044	0.00011440404	8.2357936e-08	0.00011480753	0.00017757829
CCNT1	0.00013203887	3.3056906e-05	0.00010700852	0.000102702434	0.00023293258	0.00035425808	7.5255346e-05	0.0003737176	0.00022091468	6.692125e-05	8.110986e-08	0.00025483573	0.00020596792
PAK4	0.00043208912	6.308033e-05	2.9448503e-05	0.0002100635	8.5803724e-05	6.688266e-05	5.3362226e-05	6.981553e-05	1.8171231e-05	3.947614e-05	8.175646e-08	6.264952e-05	3.0512148e-05
RAMP2-AS1	0.0007274971	0.00047020573	0.00058708206	0.0007802775	0.002243498	0.00090751174	0.000649147	0.0008294147	0.0001295772	0.0010084853	8.116821e-08	0.0011381881	0.0023254664
KLHL7	0.00016419268	8.967788e-05	9.2419934e-05	0.000104568986	7.953612e-05	0.00035575355	9.1669106e-05	0.00016210174	4.3876444e-05	0.0001404332	8.1681335e-08	0.00014925521	0.00013729047
CD302	0.00013132248	0.0003559059	0.00020093564	5.9293925e-05	8.13466e-08	0.00011641239	0.00030602873	8.118555e-08	9.391458e-05	2.4394807e-05	8.256051e-08	3.187833e-05	8.35e-05
CREBL2	6.351495e-05	9.433555e-05	8.088933e-05	4.2421627e-05	9.0752495e-05	0.000141755	0.0002511805	9.931805e-05	1.8936249e-05	0.00013442636	8.2117005e-08	0.00018385737	7.236805e-05
DYNLT3	6.87817e-05	0.00012903562	0.00023578636	0.00039202295	3.127133e-05	0.00017890234	9.158959e-05	0.00011962866	0.00023731975	8.17043e-05	8.2003844e-08	0.000104891275	0.00013168603
KBTBD2	0.00019965443	3.414251e-05	5.3354033e-05	7.478746e-05	6.7242334e-05	9.720713e-05	5.492408e-05	7.29768e-05	8.473226e-05	5.9876467e-05	8.2235815e-08	0.00011728778	6.5296124e-05
PBX3	7.4867945e-05	0.0001618327	9.9168334e-05	7.383946e-05	8.389645e-05	0.00021902667	0.00015277359	0.000103711245	2.0264319e-05	3.265833e-05	8.249535e-08	1.3746738e-05	0.00027058463
CEBPG	0.0005341194	0.00012293145	0.000105667845	0.00047533718	0.00032833006	0.00019419016	0.00014126487	0.0002167522	3.967383e-05	0.00037681928	8.217341e-08	0.00021438439	0.00028945124
NR2F1	1.2332321e-05	0.00013492453	0.00013088314	1.8588347e-05	8.156317e-08	8.097785e-08	3.0741076e-06	8.2527606e-08	8.197522e-08	8.166638e-08	8.224491e-08	8.2388574e-08	8.1684604e-08
YTHDF3	0.00015753186	9.856323e-05	9.872842e-05	9.6981305e-05	0.00020510827	0.00026284732	0.0002308899	0.000239446	0.00019395957	0.00021830085	8.104538e-08	0.00018382442	0.000137919
ZEB1	0.00039985077	0.00016214642	0.00015754913	7.339123e-06	0.00010085969	1.133045e-05	1.4826142e-05	6.8846995e-05	0.0001378872	0.00010340175	8.2279904e-08	0.00018366094	7.421015e-05
SETD2	0.00018969236	0.00012309368	0.00014133198	0.00018305247	0.00020496026	0.00013672763	6.940489e-05	0.0003929005	0.00010478999	0.00010881948	8.252477e-08	0.00030266124	0.00024385794
NTMT1	0.00027791137	0.00028337273	0.00033451238	0.00035773448	0.00042987443	0.0004819998	0.00033587232	0.00033021256	0.00020228216	0.000346538	8.114948e-08	0.00042145356	0.00014982163
CTDSP1	0.0011734426	0.0006214351	0.0010370652	0.0005034071	0.0001749345	0.00047125734	0.00027115855	0.0008647756	0.0008623694	0.00022069486	8.113725e-08	0.00045626712	6.262443e-05
RCOR1	8.099825e-05	4.9967402e-05	7.714253e-05	0.00018393979	8.57387e-05	0.00027899523	0.00019020135	0.0002348549	0.00027669454	0.00012834703	8.17312e-08	0.00014992754	0.00011813359
CDC123	0.000642488	0.0002759775	0.00044366217	0.0004967805	0.00036384954	0.0002532722	0.00024270103	0.00029843708	0.0002937448	0.00021723598	8.1398746e-08	0.00016576699	0.00019006735
ARL5A	0.00030212264	0.00020634184	0.00032511595	0.00026911794	0.00029350823	0.00023518411	0.00021727514	0.00025274817	7.743773e-05	0.00035789786	8.175288e-08	0.0002875342	0.00029962152
RNF144B	0.00033269986	9.023704e-06	9.085965e-06	1.923641e-05	0.00011847306	1.732036e-05	0.00027327196	1.0987824e-05	0.00028492577	1.784254e-05	8.104816e-08	8.1781884e-08	0.000112014684
POLR2D	0.0008469097	0.00076068664	0.0005779475	0.0010142929	0.0011393868	0.0012250609	0.0006545318	0.0008625318	0.00025562497	0.00069679285	8.246137e-08	0.0014404437	0.0013587617
CCDC186	0.00016884768	8.1964725e-05	8.0549326e-05	0.00015453156	0.0001531416	9.994599e-05	8.338621e-05	0.00021229754	0.00014256458	0.00014819438	5.4732864e-05	0.0001601292	0.00036393836
MRPL43	0.00022478211	0.00027737554	0.00033409832	0.00020624248	0.000107197375	9.032313e-05	0.00016064907	0.00029356644	8.993661e-05	0.00022876827	8.190458e-08	0.00012853148	0.00013102226
LYST	0.00013096393	6.7499845e-05	9.5832285e-05	0.000107029955	0.00016907747	0.00023496532	0.00015101561	0.0003913414	0.0005512234	5.4582437e-05	8.157702e-08	0.00042918028	9.8163364e-05
DENND4B	0.000112014684	8.133798e-05	0.00013806522	0.00011295067	0.00030030112	0.00014373526	0.00013365368	0.00013327747	0.00011253245	4.899924e-05	8.23237e-08	0.0001595293	0.00028597398
STK25	0.0008883724	0.00044763798	0.00038841486	0.0005361681	0.00012241682	0.00026970648	0.00025312952	0.00038186694	5.221921e-05	0.00020149283	8.1120845e-08	0.00017658924	0.00013141218
PSMF1	0.00046312707	0.00024736745	0.00050213945	0.00020523448	0.00024184048	0.00019694043	0.00026353347	0.00027350266	0.00022280026	6.081855e-05	0.0002883595	0.00018618966	4.6836318e-05
FCGR2B	8.159756e-08	1.9194797e-05	8.16991e-08	3.873967e-06	0.00022932499	1.8319775e-05	0.0004652998	1.19184415e-05	0.000118544136	0.00026375268	8.149553e-08	1.2471788e-05	8.109238e-08
MTHFS	3.3643493e-05	5.6639845e-05	5.5915163e-05	0.00015508576	6.082945e-05	9.850714e-05	0.00013578443	0.000107105814	0.00098598	8.891481e-05	4.8641676e-05	4.3125005e-05	0.00011347201
DMAC2	0.00015263686	0.00011401783	0.00013234846	0.00013715505	5.0302315e-05	7.3325326e-05	7.214637e-05	8.601214e-05	8.154156e-08	0.00010031484	8.107336e-08	5.688381e-05	9.954638e-05
DTX3	2.7867189e-05	5.4705837e-05	0.0001278	2.6912676e-05	8.2324014e-08	3.8415863e-05	1.0565095e-05	1.568701e-05	8.144394e-08	0.00011683545	8.159383e-08	2.2430448e-05	6.835697e-06
LPIN2	3.954287e-05	6.6027365e-05	6.119421e-05	7.956131e-05	5.756843e-05	8.542237e-05	7.265959e-05	0.00021991695	0.00031076986	8.312061e-06	8.24826e-08	0.00030036326	6.287409e-05
OTUD1	3.90117e-05	3.797393e-05	3.8125494e-05	1.829427e-05	0.00019150988	2.0700303e-05	9.206614e-05	3.1344243e-05	1.2054173e-05	0.00025174255	8.2487475e-08	6.541186e-05	3.55044e-05
BTNL9	0.0005623963	1.6668482e-05	1.3537746e-05	2.6926027e-05	5.2384406e-05	6.4920365e-05	1.9646348e-05	4.0981737e-05	1.28419015e-05	1.9968826e-05	8.249503e-08	8.737779e-06	5.4272728e-06
MYO1D	2.2241637e-05	0.00022185962	0.00022712977	0.00015519655	4.192209e-05	0.00013136707	4.9135266e-05	1.15576595e-05	1.7968647e-05	0.00018603542	8.1732296e-08	1.2172314e-05	2.2997363e-05
GMCL1	0.00014481804	0.00015842052	0.00016981378	0.00021773578	0.00020670774	0.0001906335	4.913789e-05	0.0005607023	0.000220798	0.0002483137	8.1596006e-08	0.0003450107	0.00029983127
TBC1D1	0.0006944688	0.00018284086	0.00037997973	9.03444e-05	0.00032096353	0.00031224164	0.00035374082	0.00038817048	0.00029085868	0.00034102015	8.2467025e-08	0.00032705584	0.0005683254
MRPL10	0.00048753087	0.0003107257	0.00068082294	0.0004301848	0.00012417728	0.00020870358	0.00020228987	0.0008444626	0.0003163087	0.00035569794	8.235055e-08	0.00035550873	0.00028561344
RXRB	0.00021728882	0.0001344479	0.0002534389	0.00015100652	9.7529046e-05	0.00012592223	0.00010735717	0.00018316142	2.3126198e-05	0.00015620368	8.223958e-08	0.00017443376	0.00011099685
TMEM106A	0.00011854109	0.000179361	0.000108492975	0.00012711062	0.00048613697	0.0003303921	0.00039509477	6.5759494e-05	0.00027412223	0.00019507119	8.1082796e-08	0.000117103045	0.00020592511
FAM204A	0.000215025	0.00013359978	0.00019775641	0.00018316126	0.00015781572	0.0001870435	0.00013604104	0.00021815478	2.6256906e-05	0.00015329297	8.2545554e-08	0.00014798452	0.00019051555
COLGALT1	0.00017903512	0.00024167266	0.00030714515	0.00019921911	2.0229601e-05	6.823721e-05	0.0007157118	6.5922424e-05	6.9753376e-05	3.5552035e-05	8.221182e-08	2.319188e-05	5.738486e-05
GNB4	0.00033163946	0.00017231495	0.00038688205	0.00014931985	6.849265e-05	0.0001628108	0.00079430774	2.4797002e-05	0.000118091804	4.0369323e-05	8.20392e-08	8.21463e-08	0.0001847521
KLHDC2	8.1250764e-05	0.0002471894	0.00021178517	0.0003920319	9.518417e-05	0.00018474102	9.228932e-05	0.00013120392	8.156784e-08	0.00034734982	8.170222e-08	0.00023221581	0.00017651079
S100PBP	0.00025215844	0.00014962858	0.00018598541	0.00016460278	0.0001645819	0.00032748084	9.825262e-05	0.00042957655	9.542501e-05	0.00019868014	8.250856e-08	0.00027777147	0.00022843605
SIPA1L1	9.029023e-05	0.00012973584	0.00015566521	0.00022465845	0.00027938656	0.00017562314	0.00022838726	0.00038518573	0.0004744619	7.5700176e-05	8.1398746e-08	8.198489e-05	8.703553e-05
PON2	0.0008408622	0.00010023892	0.0002864991	0.00042263482	1.7529725e-05	5.0456587e-05	7.918503e-05	5.7134876e-05	8.163321e-08	8.237459e-08	8.205203e-08	4.0268274e-05	6.251148e-05
ITIH5	0.00033164292	0.00025378377	0.000235303	8.978613e-05	0.00014212071	0.00013615565	0.00016564706	0.0001376989	0.00010736331	8.390933e-05	8.193427e-08	0.00016438036	0.00017289596
WLS	0.00019859396	0.00021648842	0.00031463976	0.00015159996	8.228084e-08	1.070614e-05	1.7722408e-05	8.153393e-08	8.168926e-05	8.104322e-08	8.113199e-08	8.235464e-08	6.787173e-06
PARVA	0.0002004182	0.00036881422	0.00027177774	0.00014093776	2.227783e-05	6.9154616e-05	1.6386244e-05	1.2172337e-05	8.1407286e-08	8.1162014e-08	8.124922e-08	2.5977479e-05	8.125247e-08
FAM43A	0.0004686817	7.7922945e-05	0.00014595907	6.809115e-05	0.000102629696	8.2750725e-05	2.123335e-05	0.0002877325	8.2063615e-08	4.9960352e-05	8.233767e-08	0.00011883502	0.00010702526
FAM192A	0.000150068	9.829432e-05	0.00015829594	0.00013240958	0.00013570015	9.431882e-05	0.00011299269	0.00011102322	9.5452415e-05	5.2967014e-05	8.136305e-08	0.0001349531	8.3234074e-05
LYPLA2	0.00015530003	6.5594635e-05	7.7102515e-05	0.00023013903	0.00015153913	7.47084e-05	0.00013384703	0.00022007703	0.0001394586	0.0001301332	8.189943e-08	0.00016960484	0.00011767653
TMEM154	4.23843e-05	3.949237e-05	5.6725956e-05	3.0634812e-05	0.00049543404	0.0007385196	0.00011075208	0.000114968265	0.0018322901	7.14469e-05	8.148838e-08	0.00028644965	8.659839e-05
SVIL	9.0558926e-05	0.00019160486	0.00020912592	0.00016529771	8.228398e-08	9.99593e-06	4.6050704e-05	8.134039e-08	0.000105429695	8.121622e-08	8.112519e-08	6.253569e-05	6.330356e-06
RELT	3.3784963e-05	4.3768247e-05	2.8866782e-05	7.114788e-05	0.00023237131	0.00021842349	0.00026008734	0.0001714389	0.00036723897	0.000104751634	8.220429e-08	9.047433e-05	0.0005366852
